"V1" "V2"
"845" "DOM" 30682.4723711594
"846" "ANZ" 30643.9124877725
"847" "RAQ" 30631.4738157122
"848" "IVE" 30580.4752602649
"849" "ISE" 30543.159244084
"850" "OSN" 30534.4521736418
"851" "RME" 30502.111626285
"852" "SOR" 30482.2097509885
"853" "SSI" 30471.0149461342
"854" "DUR" 30444.8937348076
"855" "AYA" 30418.7725234809
"856" "VIA" 30395.1390465663
"857" "MOR" 30337.9211550889
"858" "TEP" 30294.3858028778
"859" "LOC" 30240.8995130185
"860" "EXI" 30168.7552150687
"861" "GRE" 30148.8533397723
"862" "RCI" 30074.2213074104
"863" "ORQ" 29993.3699390184
"864" "JOS" 29985.9067357822
"865" "SCR" 29978.443532546
"866" "ONM" 29956.0539228375
"867" "ELV" 29949.8345868073
"868" "RSU" 29896.348296948
"869" "OTO" 29886.3973592998
"870" "IES" 29872.7148200334
"871" "EAD" 29744.5964978123
"872" "SOD" 29720.9630208977
"873" "OGR" 29633.8923164755
"874" "RDA" 29626.4291132394
"875" "BRI" 29607.7711051489
"876" "IOR" 29584.1376282343
"877" "CTA" 29554.2848152896
"878" "IGI" 29528.1636039629
"879" "MET" 29516.9687991087
"880" "ILA" 29497.0669238122
"881" "IOA" 29453.5315716011
"882" "PLE" 29448.556102777
"883" "NEC" 29395.0698129176
"884" "GUA" 29279.3901627568
"885" "AJE" 29258.2444202543
"886" "EXT" 29159.9789109778
"887" "AZO" 29106.4926211185
"888" "LMI" 29102.7610195004
"889" "VIC" 29069.1766049376
"890" "URI" 29035.5921903748
"891" "REF" 29002.0077758119
"892" "IGA" 28994.5445725758
"893" "NVI" 28972.1549628672
"894" "RAV" 28918.6686730079
"895" "OPI" 28914.9370713898
"896" "CHE" 28896.2790632993
"897" "STU" 28868.9139847667
"898" "EAS" 28836.5734374099
"899" "MUC" 28829.1102341737
"900" "CLU" 28747.0149985756
"901" "HOS" 28718.4060528369
"902" "VES" 28681.090036656
"903" "YEN" 28602.7264026761
"904" "EAN" 28579.0929257615
"905" "LTE" 28500.7292917816
"906" "ANL" 28464.6571428067
"907" "AGR" 28373.8548367664
"908" "DRI" 28339.0265549976
"909" "ITE" 28327.8317501433
"910" "LIB" 28320.3685469071
"911" "IBI" 28319.1246797011
"912" "CAB" 28295.4912027865
"913" "NFO" 28274.345460284
"914" "OYE" 28259.4190538116
"915" "YOR" 28138.7639348266
"916" "ICE" 28113.886590706
"917" "MAC" 28084.0337777613
"918" "DOU" 28082.7899105552
"919" "CUR" 28036.7668239321
"920" "ECR" 28000.6946749572
"921" "AEX" 27970.8418620125
"922" "EPU" 27964.6225259823
"923" "AFA" 27888.7466264145
"924" "CED" 27835.2603365551
"925" "NGR" 27815.3584612586
"926" "VOS" 27692.2156078616
"927" "ORC" 27617.5835754998
"928" "EZA" 27610.1203722636
"929" "GIO" 27593.9500985852
"930" "UMA" 27577.7798249068
"931" "IGL" 27564.0972856404
"932" "AZA" 27564.0972856404
"933" "RAU" 27479.5143156304
"934" "AGU" 27439.7105650374
"935" "SPI" 27389.9558767961
"936" "IDI" 27378.7610719419
"937" "EGR" 27357.6153294393
"938" "RSI" 27304.12903958
"939" "TOP" 27240.6918120725
"940" "MBA" 27227.0092728061
"941" "IPA" 27133.7192323538
"942" "IRM" 27070.2820048463
"943" "LGU" 27064.0626688161
"944" "MIC" 27004.3570429266
"945" "ASH" 26892.4089943839
"946" "SCI" 26891.1651271778
"947" "INV" 26769.2661409868
"948" "BAS" 26769.2661409868
"949" "ORP" 26652.3426236199
"950" "ASR" 26622.4898106752
"951" "UPO" 26600.1002009666
"952" "OLU" 26597.6124665546
"953" "EAR" 26580.1983256702
"954" "ARM" 26572.735122434
"955" "PAD" 26479.4450819817
"956" "ODU" 26376.2041038811
"957" "BLA" 26358.7899629967
"958" "USI" 26351.3267597605
"959" "DRE" 26304.0598059313
"960" "SEX" 26174.6976165041
"961" "IAP" 26158.5273428257
"962" "ELB" 26092.6023809061
"963" "JOR" 26026.6774189865
"964" "TAP" 26016.7264813382
"965" "NCL" 26000.5562076598
"966" "ZAC" 25988.1175355995
"967" "SUC" 25933.3873785342
"968" "FIR" 25924.680308092
"969" "FEC" 25827.6586660216
"970" "TOC" 25767.9530401321
"971" "DIF" 25751.7827664537
"972" "UBL" 25725.6615551271
"973" "NIT" 25721.929953509
"974" "UAR" 25694.5648749763
"975" "ELN" 25636.1031162929
"976" "CIS" 25597.5432329059
"977" "RGO" 25576.3974904034
"978" "VAN" 25541.5692086345
"979" "ENF" 25500.5215908355
"980" "ERP" 25481.863582745
"981" "ALS" 25466.9371762727
"982" "DEG" 25445.7914337702
"983" "IPO" 25420.9140896495
"984" "FUN" 25252.9920168354
"985" "ECC" 25245.5288135992
"986" "PUB" 25224.3830710967
"987" "LDI" 25124.8736946142
"988" "MUY" 25118.6543585841
"989" "ORO" 25106.2156865238
"990" "ACR" 25036.5591229861
"991" "SUM" 25009.1940444534
"992" "ARU" 25001.7308412172
"993" "AVA" 24956.9516218001
"994" "RCE" 24945.7568169458
"995" "IRI" 24925.8549416493
"996" "RAF" 24714.3975166241
"997" "POC" 24698.2272429457
"998" "BOR" 24647.2286874984
"999" "GLE" 24560.1579830763
"1000" "SMU" 24501.6962243928
"1001" "DAA" 24479.3066146843
"1002" "VAD" 24429.5519264431
"1003" "USO" 24419.6009887948
"1004" "MPE" 24419.6009887948
"1005" "PAI" 24417.1132543828
"1006" "RIB" 24372.3340349657
"1007" "ONG" 24368.6024333476
"1008" "GOS" 24368.6024333476
"1009" "LUC" 24354.9198940812
"1010" "NOH" 24342.4812220209
"1011" "ECL" 24327.5548155485
"1012" "VOL" 24325.0670811365
"1013" "MOE" 24296.4581353978
"1014" "NEM" 24291.4826665737
"1015" "HOM" 24264.117588041
"1016" "NMI" 24255.4105175988
"1017" "OBA" 24244.2157127445
"1018" "OSF" 24123.5605937595
"1019" "TOM" 24122.3167265535
"1020" "SET" 24071.3181711062
"1021" "SDO" 24071.3181711062
"1022" "HAR" 24019.0757484529
"1023" "LER" 24002.9054747745
"1024" "ASF" 23920.8102391765
"1025" "MUE" 23843.6904724026
"1026" "SAM" 23800.1551201915
"1027" "RGE" 23771.5461744528
"1028" "COD" 23750.4004319503
"1029" "ALQ" 23724.2792206237
"1030" "ORS" 23711.8405485633
"1031" "API" 23698.158009297
"1032" "DAC" 23664.5735947342
"1033" "UTI" 23649.6471882618
"1034" "IBL" 23634.7207817894
"1035" "ISA" 23552.6255461914
"1036" "EBR" 23546.4062101613
"1037" "AYU" 23519.0411316286
"1038" "AGO" 23491.6760530959
"1039" "SEÑ" 23487.9444514778
"1040" "IOL" 23451.8723025029
"1041" "TUD" 23410.8246847039
"1042" "OCH" 23407.0930830858
"1043" "LOD" 23344.8997227843
"1044" "NFE" 23328.7294491059
"1045" "SIL" 23308.8275738094
"1046" "AVO" 23306.3398393973
"1047" "EÑO" 23288.9256985129
"1048" "TIA" 23283.9502296888
"1049" "NOA" 23269.0238232164
"1050" "SUE" 23208.0743301209
"1051" "APU" 23194.3917908546
"1052" "SCE" 23178.2215171762
"1053" "HER" 23163.2951107038
"1054" "YCO" 23139.6616337892
"1055" "SFU" 23094.8824143721
"1056" "SIB" 23084.9314767239
"1057" "TIO" 23057.5663981912
"1058" "SOE" 23046.3715933369
"1059" "OYA" 23046.3715933369
"1060" "YQU" 23007.81170995
"1061" "ELU" 22785.1594800705
"1062" "EFO" 22780.1840112464
"1063" "ROA" 22762.7698703619
"1064" "YUN" 22755.3066671257
"1065" "SAP" 22751.5750655076
"1066" "MOC" 22716.7467837388
"1067" "PES" 22679.4307675579
"1068" "IAY" 22660.7727594674
"1069" "MOM" 22571.2143206332
"1070" "LMU" 22561.2633829849
"1071" "RPO" 22521.459632392
"1072" "UPE" 22368.4639660502
"1073" "TIG" 22368.4639660502
"1074" "DRA" 22356.0252939899
"1075" "RIG" 22319.953145015
"1076" "DAM" 22259.0036519195
"1077" "SSU" 22255.2720503014
"1078" "BAL" 22252.7843158893
"1079" "JUN" 22194.3225572059
"1080" "NAA" 22183.1277523516
"1081" "GAL" 22175.6645491154
"1082" "NME" 22157.006541025
"1083" "VIL" 22155.7626738189
"1084" "UNM" 22040.0830236581
"1085" "AAS" 22018.9372811556
"1086" "ACC" 21987.8406010048
"1087" "AFE" 21946.7929832058
"1088" "IBE" 21940.5736471756
"1089" "UPA" 21890.8189589344
"1090" "IJO" 21887.0873573163
"1091" "BLO" 21885.8434901103
"1092" "EEU" 21864.6977476078
"1093" "SEI" 21819.9185281906
"1094" "LPO" 21793.797316864
"1095" "ZON" 21714.189815678
"1096" "LBA" 21671.898330673
"1097" "TIL" 21668.1667290549
"1098" "ROV" 21639.5577833162
"1099" "VIV" 21594.7785638991
"1100" "ULO" 21581.0960246327
"1101" "AJU" 21564.9257509543
"1102" "RUP" 21546.2677428639
"1103" "CIU" 21535.0729380096
"1104" "LEA" 21530.0974691855
"1105" "ASN" 21479.0989137382
"1106" "FES" 21466.6602416779
"1107" "VIO" 21451.7338352056
"1108" "USC" 21448.0022335875
"1109" "EAÑ" 21378.3456700497
"1110" "ENG" 21329.8348490145
"1111" "LIM" 21298.7381688638
"1112" "ANG" 21258.9344182708
"1113" "DOT" 21257.6905510648
"1114" "NOL" 21253.9589494467
"1115" "LTO" 21247.7396134165
"1116" "NPE" 21200.4726595874
"1117" "RVI" 21191.7655891451
"1118" "SUR" 21176.8391826728
"1119" "EDU" 21140.7670336979
"1120" "PAP" 21118.3774239893
"1121" "CAE" 21105.938751929
"1122" "LAH" 21104.694884723
"1123" "BRO" 21100.9632831049
"1124" "CIT" 21064.89113413
"1125" "ORN" 21035.0383211853
"1126" "NOV" 21033.7944539792
"1127" "LTR" 21021.3557819189
"1128" "OLL" 21012.6487114767
"1129" "SAU" 20976.5765625018
"1130" "ONQ" 20809.8983568937
"1131" "LAZ" 20763.8752702706
"1132" "AAU" 20761.3875358585
"1133" "ÑOL" 20742.7295277681
"1134" "ESH" 20689.2432379087
"1135" "LVA" 20674.3168314364
"1136" "ONY" 20669.3413626122
"1137" "CUM" 20655.6588233459
"1138" "AAN" 20648.1956201097
"1139" "EMU" 20637.0008152554
"1140" "EFU" 20625.8060104012
"1141" "EÑA" 20622.0744087831
"1142" "UEM" 20613.3673383409
"1143" "PET" 20607.1480023107
"1144" "OSV" 20583.5145253961
"1145" "UTA" 20535.0037043609
"1146" "LPE" 20517.5895634765
"1147" "NAV" 20470.3226096473
"1148" "ROR" 20464.1032736172
"1149" "IUD" 20446.6891327327
"1150" "CEP" 20433.0065934664
"1151" "ROY" 20369.5693659588
"1152" "IED" 20338.4726858081
"1153" "HEC" 20326.0340137478
"1154" "UID" 20321.0585449236
"1155" "LAQ" 20296.181200803
"1156" "EJU" 20293.693466391
"1157" "DOQ" 20292.4495991849
"1158" "LOM" 20258.8651846221
"1159" "VOC" 20242.6949109437
"1160" "OAN" 20229.0123716774
"1161" "PAT" 20205.3788947628
"1162" "EAP" 20143.1855344613
"1163" "IAT" 20112.0888543105
"1164" "OFU" 20107.1133854864
"1165" "OGI" 20095.9185806321
"1166" "UAC" 20088.4553773959
"1167" "NFI" 20079.7483069537
"1168" "XPL" 20038.7006891547
"1169" "OFI" 20017.5549466522
"1170" "ICU" 20008.8478762099
"1171" "ROF" 20005.1162745918
"1172" "EEX" 20000.1408057677
"1173" "MOL" 19991.4337353255
"1174" "AFU" 19977.7511960592
"1175" "LSA" 19962.8247895868
"1176" "ERU" 19950.3861175265
"1177" "NGU" 19936.7035782602
"1178" "IGE" 19853.3644754561
"1179" "CIR" 19845.9012722199
"1180" "BIO" 19817.2923264812
"1181" "BAT" 19811.0729904511
"1182" "TRU" 19807.341388833
"1183" "AIG" 19796.1465839787
"1184" "ILO" 19773.7569742701
"1185" "IAM" 19710.3197467626
"1186" "INU" 19674.2475977877
"1187" "NGE" 19668.0282617575
"1188" "TIF" 19617.0297063103
"1189" "LUS" 19599.6155654258
"1190" "PEL" 19584.6891589535
"1191" "UEB" 19527.4712674761
"1192" "PIE" 19472.7411104107
"1193" "UIR" 19426.7180237876
"1194" "NEG" 19375.7194683403
"1195" "OVA" 19319.7454440689
"1196" "BUS" 19313.5261080388
"1197" "CIL" 19215.2605987623
"1198" "ENV" 19174.2129809633
"1199" "DIN" 19174.2129809633
"1200" "FAL" 19163.0181761091
"1201" "CHI" 19130.6776287523
"1202" "HAD" 19114.5073550739
"1203" "IOC" 19072.2158700688
"1204" "SAÑ" 19062.2649324206
"1205" "NHA" 19028.6805178577
"1206" "COP" 18986.3890328527
"1207" "ICT" 18963.9994231441
"1208" "PED" 18942.8536806416
"1209" "APL" 18942.8536806416
"1210" "AAP" 18925.4395397572
"1211" "ELH" 18924.1956725512
"1212" "GRU" 18901.8060628426
"1213" "ROG" 18884.3919219582
"1214" "ATU" 18883.1480547521
"1215" "UBI" 18869.4655154858
"1216" "VEZ" 18863.2461794557
"1217" "DAT" 18848.3197729833
"1218" "RPR" 18809.7598895963
"1219" "OAC" 18801.0528191541
"1220" "LEJ" 18733.8839900285
"1221" "RAY" 18697.8118410536
"1222" "YES" 18665.4712936968
"1223" "UEG" 18659.2519576666
"1224" "JAD" 18629.3991447219
"1225" "HOY" 18624.4236758978
"1226" "IQU" 18623.1798086917
"1227" "LOE" 18615.7166054555
"1228" "ENR" 18597.0585973651
"1229" "XIM" 18537.3529714756
"1230" "LED" 18514.9633617671
"1231" "OFE" 18458.9893374957
"1232" "LSI" 18431.624258963
"1233" "VEL" 18429.1365245509
"1234" "ROQ" 18411.7223836665
"1235" "PID" 18410.4785164605
"1236" "RER" 18395.5521099881
"1237" "LVI" 18354.5044921891
"1238" "ELQ" 18323.4078120383
"1239" "ISO" 18319.6762104202
"1240" "NDR" 18273.6531237971
"1241" "AUS" 18268.677654973
"1242" "REO" 18254.9951157066
"1243" "BAD" 18254.9951157066
"1244" "ENQ" 18236.3371076162
"1245" "ESN" 18216.4352323197
"1246" "OGA" 18092.0485117166
"1247" "BEN" 18083.3414412744
"1248" "LOP" 18038.5622218573
"1249" "SUF" 18021.1480809729
"1250" "DOY" 17990.0514008221
"1251" "NIZ" 17901.7368291939
"1252" "EAT" 17901.7368291939
"1253" "CIM" 17901.7368291939
"1254" "LET" 17883.0788211035
"1255" "TAT" 17868.1524146311
"1256" "IGO" 17838.2996016864
"1257" "ASV" 17804.7151871235
"1258" "LIO" 17791.0326478572
"1259" "IOP" 17786.0571790331
"1260" "LEY" 17747.4972956461
"1261" "OSG" 17708.9374122592
"1262" "EAM" 17701.474209023
"1263" "EOR" 17700.2303418169
"1264" "YAL" 17595.7454965104
"1265" "SUB" 17547.2346754752
"1266" "UCA" 17539.771472239
"1267" "TUV" 17524.8450657666
"1268" "OCR" 17521.1134641485
"1269" "NAB" 17509.9186592942
"1270" "MOT" 17509.9186592942
"1271" "OFR" 17507.4309248822
"1272" "OAS" 17492.5045184098
"1273" "RAI" 17456.4323694349
"1274" "INM" 17419.116353254
"1275" "SAT" 17411.6531500178
"1276" "ORU" 17405.4338139877
"1277" "USE" 17365.6300633947
"1278" "MEJ" 17363.1423289826
"1279" "REU" 17333.2895160379
"1280" "PIT" 17327.0701800077
"1281" "NMU" 17323.3385783896
"1282" "LVE" 17287.2664294148
"1283" "PUN" 17236.2678739675
"1284" "LLI" 17189.0009201383
"1285" "IEL" 17175.318380872
"1286" "NIM" 17165.3674432237
"1287" "ESF" 17159.1481071936
"1288" "PIO" 17121.8320910127
"1289" "TAQ" 17067.1019339473
"1290" "RMO" 17067.1019339473
"1291" "SYA" 17060.8825979172
"1292" "IFE" 17032.2736521785
"1293" "COE" 17006.1524408518
"1294" "TEG" 16975.055760701
"1295" "HIS" 16937.7397445201
"1296" "UNQ" 16914.1062676055
"1297" "COA" 16896.6921267211
"1298" "HUM" 16876.7902514246
"1299" "SVI" 16865.5954465703
"1300" "YSE" 16833.2548992135
"1301" "AFR" 16822.0600943593
"1302" "UNS" 16815.8407583291
"1303" "OAY" 16815.8407583291
"1304" "ARQ" 16808.3775550929
"1305" "CUP" 16781.0124765603
"1306" "BEL" 16732.5016555251
"1307" "LDO" 16725.0384522889
"1308" "ÑAD" 16710.1120458165
"1309" "GAS" 16665.3328263994
"1310" "BOL" 16665.3328263994
"1311" "PLO" 16630.5045446305
"1312" "NEU" 16590.7007940376
"1313" "MIG" 16584.4814580074
"1314" "RAZ" 16530.9951681481
"1315" "JAR" 16506.1178240275
"1316" "FAM" 16503.6300896154
"1317" "SVE" 16487.459815937
"1318" "ODR" 16478.7527454948
"1319" "SOP" 16472.5334094646
"1320" "NAU" 16450.1437997561
"1321" "GIA" 16442.6805965199
"1322" "IRL" 16440.1928621078
"1323" "RPA" 16415.3155179872
"1324" "SHO" 16325.757079153
"1325" "COC" 16307.0990710626
"1326" "BIS" 16221.2722338464
"1327" "ARP" 16217.5406322283
"1328" "NDU" 16216.2967650223
"1329" "EPT" 16150.3718031027
"1330" "SRA" 16120.518990158
"1331" "ANQ" 16085.6907083891
"1332" "NJU" 16053.3501610323
"1333" "NIV" 16048.3746922082
"1334" "IBU" 16037.1798873539
"1335" "YLO" 16023.4973480876
"1336" "SEV" 16009.8148088212
"1337" "GAC" 15996.1322695549
"1338" "ZAS" 15977.4742614644
"1339" "UJE" 15976.2303942584
"1340" "PAN" 15963.7917221981
"1341" "RAG" 15947.6214485197
"1342" "NIF" 15892.8912914543
"1343" "FEN" 15875.4771505699
"1344" "NEA" 15860.5507440975
"1345" "SSA" 15773.4800396754
"1346" "PUL" 15753.5781643789
"1347" "SAE" 15668.9951943688
"1348" "SYL" 15656.5565223085
"1349" "OXI" 15651.5810534844
"1350" "SEJ" 15649.0933190723
"1351" "UDE" 15636.654647012
"1352" "CAU" 15615.5089045095
"1353" "NGA" 15614.2650373035
"1354" "JUA" 15599.3386308311
"1355" "SGR" 15534.6575361175
"1356" "AOR" 15523.4627312632
"1357" "ELJ" 15522.2188640572
"1358" "UIS" 15509.7801919969
"1359" "DAV" 15482.4151134642
"1360" "SFA" 15463.7571053737
"1361" "JUE" 15447.5868316953
"1362" "SUA" 15418.9778859566
"1363" "TOQ" 15377.9302681576
"1364" "ESR" 15376.6864009516
"1365" "LEO" 15353.052924037
"1366" "EPI" 15331.9071815345
"1367" "EOC" 15330.6633143285
"1368" "UIN" 15297.0788997656
"1369" "VEC" 15292.1034309415
"1370" "SYE" 15252.2996803485
"1371" "ZDE" 15246.0803443184
"1372" "LUN" 15200.0572576952
"1373" "NAF" 15183.8869840168
"1374" "VIT" 15162.7412415143
"1375" "TIS" 15156.5219054842
"1376" "MOV" 15121.6936237153
"1377" "RIL" 15106.7672172429
"1378" "TOT" 15068.207333856
"1379" "FIE" 15045.8177241474
"1380" "LMO" 15033.3790520871
"1381" "NTU" 15019.6965128208
"1382" "GOD" 15015.9649112027
"1383" "AFO" 15009.7455751725
"1384" "IGN" 15008.5017079665
"1385" "RTU" 14983.6243638459
"1386" "IBR" 14979.8927622278
"1387" "NIE" 14956.2592853132
"1388" "LSU" 14938.8451444288
"1389" "REI" 14855.5060416247
"1390" "ZEN" 14833.1164319162
"1391" "EAU" 14820.6777598559
"1392" "ALY" 14815.7022910317
"1393" "GOL" 14811.9706894136
"1394" "SBA" 14787.093345293
"1395" "RNE" 14787.093345293
"1396" "ACH" 14787.093345293
"1397" "OSB" 14753.5089307302
"1398" "IAQ" 14722.4122505794
"1399" "BUE" 14687.5839688106
"1400" "SOT" 14651.5118198357
"1401" "URS" 14642.8047493935
"1402" "TOY" 14635.3415461573
"1403" "LTU" 14616.6835380668
"1404" "EAB" 14614.1958036548
"1405" "ALV" 14606.7326004186
"1406" "OLV" 14605.4887332126
"1407" "NGO" 14566.9288498256
"1408" "NNO" 14503.491622318
"1409" "ADU" 14473.6388093733
"1410" "NAY" 14454.9808012828
"1411" "UCE" 14446.2737308406
"1412" "TET" 14446.2737308406
"1413" "NET" 14426.3718555441
"1414" "SIV" 14420.152519514
"1415" "NCR" 14400.2506442175
"1416" "UPR" 14389.0558393632
"1417" "AAD" 14387.8119721572
"1418" "AOP" 14345.5204871521
"1419" "AHI" 14304.4728693531
"1420" "VIR" 14295.7657989109
"1421" "LUG" 14278.3516580265
"1422" "OAU" 14253.4743139059
"1423" "SVA" 14196.2564224284
"1424" "AIM" 14141.5262653631
"1425" "UIP" 14140.2823981571
"1426" "LAJ" 14140.2823981571
"1427" "LOT" 14107.9418508003
"1428" "DIV" 14028.3343496143
"1429" "CIB" 14005.9447399057
"1430" "EBI" 13989.7744662274
"1431" "UYE" 13988.5305990213
"1432" "OAP" 13986.0428646093
"1433" "ADM" 13932.5565747499
"1434" "ISL" 13921.3617698957
"1435" "NFR" 13911.4108322474
"1436" "VAC" 13850.4613391519
"1437" "UAD" 13829.3155966494
"1438" "GOC" 13787.0241116443
"1439" "LEB" 13729.8062201669
"1440" "PIN" 13721.0991497247
"1441" "RZO" 13692.490203986
"1442" "LOB" 13677.5637975136
"1443" "VIN" 13642.7355157448
"1444" "OSJ" 13614.1265700061
"1445" "XTR" 13605.4194995639
"1446" "SAF" 13597.9562963277
"1447" "LEX" 13594.2246947096
"1448" "ENN" 13591.7369602975
"1449" "FON" 13522.0803967598
"1450" "BID" 13510.8855919055
"1451" "ALF" 13507.1539902874
"1452" "AYL" 13481.0327789608
"1453" "ENZ" 13478.5450445487
"1454" "NFU" 13464.8625052824
"1455" "USP" 13451.1799660161
"1456" "ESG" 13443.7167627799
"1457" "ENB" 13395.2059417447
"1458" "RVA" 13392.7182073326
"1459" "ANM" 13392.7182073326
"1460" "MOA" 13367.840863212
"1461" "IZO" 13339.2319174733
"1462" "GON" 13335.5003158552
"1463" "YEC" 13333.0125814431
"1464" "RAH" 13314.3545733527
"1465" "MUJ" 13308.1352373225
"1466" "AER" 13289.4772292321
"1467" "MAG" 13280.7701587898
"1468" "SOA" 13258.3805490813
"1469" "UAT" 13247.185744227
"1470" "OGO" 13218.5767984883
"1471" "ARN" 13217.3329312823
"1472" "MAE" 13189.9678527496
"1473" "UCT" 13178.7730478953
"1474" "DIJ" 13166.334375835
"1475" "RUS" 13165.090508629
"1476" "OGE" 13156.3834381868
"1477" "ABU" 13145.1886333325
"1478" "LJU" 13133.9938284782
"1479" "UNL" 13099.1655467094
"1480" "RUC" 13096.6778122973
"1481" "GER" 13096.6778122973
"1482" "OEX" 13094.1900778852
"1483" "XPE" 13085.483007443
"1484" "LCE" 13081.7514058249
"1485" "NMO" 13069.3127337646
"1486" "GEL" 13058.1179289104
"1487" "RZA" 13056.8740617043
"1488" "LAY" 13045.67925685
"1489" "ONR" 13013.3387094932
"1490" "YPO" 12999.6561702269
"1491" "SLE" 12994.6807014028
"1492" "ERG" 12978.5104277244
"1493" "IGR" 12972.2910916942
"1494" "PAB" 12954.8769508098
"1495" "ROX" 12949.9014819857
"1496" "LCU" 12937.4628099254
"1497" "UEI" 12913.8293330108
"1498" "REY" 12903.8783953625
"1499" "MOP" 12887.7081216841
"1500" "UEU" 12866.5623791816
"1501" "NUM" 12832.9779646188
"1502" "MUS" 12830.4902302067
"1503" "ZAN" 12829.2463630007
"1504" "VAT" 12823.0270269705
"1505" "JES" 12815.5638237344
"1506" "PEO" 12788.1987452017
"1507" "NEX" 12778.2478075534
"1508" "JUS" 12768.2968699052
"1509" "NAI" 12733.4685881363
"1510" "OAM" 12684.9577671011
"1511" "LSO" 12642.6662820961
"1512" "UBR" 12640.178547684
"1513" "UEÑ" 12628.9837428298
"1514" "COG" 12609.0818675333
"1515" "FUT" 12581.7167890006
"1516" "HAP" 12579.2290545885
"1517" "UVO" 12560.5710464981
"1518" "DRO" 12543.1569056136
"1519" "AEM" 12535.6937023775
"1520" "IBA" 12533.2059679654
"1521" "IET" 12523.2550303171
"1522" "EHE" 12512.0602254629
"1523" "FRI" 12457.3300683975
"1524" "ICH" 12424.9895210407
"1525" "EOS" 12423.7456538347
"1526" "RSA" 12418.7701850106
"1527" "LPU" 12398.8683097141
"1528" "OBE" 12397.624442508
"1529" "PIR" 12375.2348327995
"1530" "LGR" 12364.0400279452
"1531" "LEL" 12349.1136214729
"1532" "SJU" 12336.6749494125
"1533" "RCU" 12324.2362773522
"1534" "POB" 12324.2362773522
"1535" "EIS" 12309.3098708799
"1536" "ERZ" 12304.3344020557
"1537" "ONN" 12299.3589332316
"1538" "IRS" 12299.3589332316
"1539" "LOA" 12290.6518627894
"1540" "FAC" 12249.6042449904
"1541" "RUE" 12235.9217057241
"1542" "CAY" 12228.4585024879
